pub_date	title	venue	excerpt	citation	url_slug	paper_url
2018-31-08	Marathi Speech Recognition  Spoken Language Technologies for Under-Resourced Languages (SLTU 2018)	This paper is about the number 	Paulose, Supriya. (2009). "Marathi Speech Recognition" <i>Spoken Language Technologies for Under-Resourced Languages (SLTU 2018)</i>. 1(1).	paper-title-number-1	http://academicpages.github.io/files/MarathiSpeechRecognitionSLTU18.pdf
