title	type	url_slug	venue	date	location	talk_url	description
Talk 1 on Speech Recognition using Weighted-Finite State Transducers	Talk	talk-1	IIT Guwahati, Centre for Linguistic Science and Technology	2019-25-06	Guwahati, Assam		This is a description of your talk, which is a markdown files that can be all markdown-ified like any other post. Yay markdown!
